"graph","n_sample","iter","time","d_cpdag","TPR","FPR","obj"
3,300,7,0.00901699066162109,0,1,0,10.85194543282
3,300,8,0.0111751556396484,6,0.875,0.0379746835443038,11.337398274191
3,300,9,0.00876092910766602,11,0.75,0.0609756097560976,10.8505064447175
3,300,10,0.00927305221557617,6,0.833333333333333,0.025,11.4067139756179
3,400,1,0.0298361778259277,0,1,0,11.4902536948898
3,400,2,0.0124228000640869,37,0.208333333333333,0.189473684210526,11.346768650566
3,400,3,0.0143918991088867,0,1,0,10.8769739623312
3,400,4,0.0110929012298584,8,0.833333333333333,0.05,10.4199320586548
3,400,5,0.0107948780059814,0,1,0,10.8590153974641
3,400,6,0.0106391906738281,6,0.833333333333333,0.025,10.8762775462713
3,400,7,0.00799417495727539,41,0.166666666666667,0.21875,11.1111928112082
3,400,8,0.0110621452331543,35,0.291666666666667,0.193548387096774,11.5055201703943
3,400,9,0.00868797302246094,0,1,0,10.4178989472524
3,400,10,0.0124468803405762,6,0.875,0.0379746835443038,11.2811435228405
3,500,1,0.0110080242156982,27,0.416666666666667,0.144444444444444,11.3959980957355
3,500,2,0.00909519195556641,33,0.333333333333333,0.184782608695652,10.8758477740758
3,500,3,0.0111231803894043,0,1,0,10.8043297141486
3,500,4,0.0103580951690674,0,1,0,10.3704010302868
3,500,5,0.0236449241638184,5,0.916666666666667,0.0384615384615385,10.8987726462629
3,500,6,0.0185868740081787,21,0.583333333333333,0.127906976744186,10.894415396696
3,500,7,0.0181729793548584,9,0.833333333333333,0.0625,10.7083270216968
3,500,8,0.0184500217437744,41,0.166666666666667,0.21875,11.5050474273854
3,500,9,0.0119750499725342,38,0.208333333333333,0.2,10.7103411887063
3,500,10,0.0290229320526123,8,0.833333333333333,0.05,11.1813100004873
