graph,n_sample,iter,d_cpdag,obj,RGAP,TPR,FPR,time
2,50,4,8,7.988789348,0,0.583333333,0.034090909,1.64131999
2,50,5,4,8.671577308,6.83E-06,0.833333333,0.022727273,1.881673098
2,50,6,0,8.363977874,2.88E-06,0.916666667,0.011363636,1.590661049
2,50,7,0,8.251084198,0,0.916666667,0.011363636,1.938642979
2,50,8,4,9.052324216,0,0.833333333,0.011363636,5.201002121
2,50,9,4,7.645964064,0,0.75,0.011363636,2.273738146
2,50,10,1,9.021873107,0,0.833333333,0.011363636,1.985700846
2,100,1,0,8.137831859,0,1,0,1.986367226
2,100,2,0,7.780130589,3.75E-05,1,0,2.437991142
2,100,3,5,7.28195568,0,0.75,0.034090909,2.138109922
2,100,4,0,6.821500154,0,1,0,2.560072899
2,100,5,2,7.676951893,0,0.916666667,0.011363636,2.129838228
2,100,6,0,7.585174418,0,0.916666667,0.011363636,1.770478964
2,100,7,0,6.826261977,0,0.916666667,0.011363636,1.982854128
2,100,8,0,7.825636378,7.00E-06,0.833333333,0.022727273,1.883699894
2,100,9,0,6.692664025,0,1,0,2.063164949
2,100,10,0,7.183699228,0,0.916666667,0.011363636,3.795202017
2,200,1,0,7.584232282,3.96E-07,0.916666667,0.011363636,2.198157072
2,200,2,0,6.912661791,0,1,0,1.972146988
2,200,3,0,6.774233968,1.31E-05,0.833333333,0.022727273,3.152422905
2,200,4,0,6.569843874,0,0.833333333,0.022727273,2.57356596
2,200,5,0,6.906466265,0,0.916666667,0.011363636,3.477257013
2,200,6,0,6.796878829,0,0.833333333,0.022727273,3.136625767
2,200,7,0,6.905784233,0,0.833333333,0.022727273,2.026343107
2,200,8,0,7.229244135,0,1,0,2.77659297
2,200,9,0,6.355785849,0,0.916666667,0.011363636,2.233212233
2,200,10,0,7.201682397,4.60E-06,1,0,2.560219288
2,300,1,0,7.315618672,0,1,0,3.516666889
2,300,2,0,6.827379826,2.20E-05,1,0,3.253883839
2,300,3,0,6.651814742,1.53E-07,0.916666667,0.011363636,3.099107742
2,300,4,0,6.25663957,0,0.916666667,0.011363636,3.384663105
2,300,5,0,6.894336709,0,1,0,3.256588936
2,300,6,0,6.644048215,0,1,0,4.222147942
2,300,7,0,6.552152942,0,1,0,3.252446175
2,300,8,0,6.912626033,2.79E-05,0.916666667,0.011363636,2.602242947
2,300,9,3,6.357214971,0,0.833333333,0.034090909,3.577252865
2,300,10,0,6.962367403,0,0.916666667,0.011363636,2.848937988
2,400,1,0,7.214091488,2.82E-06,0.916666667,0.011363636,4.905779362
2,400,2,0,6.637240528,2.40E-06,1,0,2.945861816
2,400,3,0,6.634573038,0,1,0,3.103301048
2,400,4,0,6.120282548,0,0.916666667,0.011363636,2.319164991
2,400,5,0,6.627800605,0,0.833333333,0.022727273,4.239336967
2,400,6,0,6.514728203,0,1,0,5.800107002
2,400,7,0,6.472808845,0,0.833333333,0.022727273,2.917572021
2,400,8,0,7.027691015,0,1,0,3.633718014
2,400,9,0,6.190116398,0,1,0,5.330738068
2,400,10,0,6.996643663,0,1,0,3.474771976
2,500,1,0,7.020608457,0,0.916666667,0.011363636,3.118863106
2,500,2,0,6.475237587,0,0.916666667,0.011363636,3.861189842
2,500,3,0,6.616984375,3.86E-06,1,0,3.376888037
2,500,4,0,6.155555402,0,1,0,4.099378109
2,500,5,0,6.68478241,0,0.916666667,0.011363636,3.49566412
2,500,6,0,6.547294933,0,0.916666667,0.011363636,2.866741896
2,500,7,0,6.414060249,8.00E-06,1,0,2.56571579
2,500,8,0,6.845207787,0,0.916666667,0.011363636,3.46111393
2,500,9,0,6.198570621,1.34E-05,0.833333333,0.022727273,3.29320097
2,500,10,0,6.904126684,0,0.916666667,0.011363636,2.686556816
3,50,1,23,13.78472222,0,0.380952381,0.101265823,289.3032601
3,50,2,21,14.72818233,0,0.428571429,0.088607595,359.0474381
3,50,3,31,14.22946311,1.34E-05,0.19047619,0.151898734,108.6993082
3,50,4,28,13.55949745,0,0.285714286,0.126582278,448.752039
3,50,5,16,14.50982855,0.02275429,0.619047619,0.063291139,500.5810561
3,50,6,14,13.57064537,0,0.380952381,0.075949367,148.0971489
3,50,7,15,13.32084226,2.21E-05,0.428571429,0.037974684,428.1100881
3,50,8,22,13.83416579,0,0.333333333,0.088607595,162.0924289
3,50,9,4,13.30671902,0.064146905,0.761904762,0.025316456,500.863215
3,50,10,18,13.6755552,1.73E-05,0.428571429,0.050632911,74.58179188
3,100,1,3,12.93460351,0,0.714285714,0.050632911,230.3679161
3,100,2,2,12.72264104,0.042994182,0.857142857,0.025316456,500.7071052
3,100,3,8,12.14783222,0.055250427,0.761904762,0.063291139,500.55616
3,100,4,4,11.63586857,0.046491786,0.761904762,0.037974684,500.581908
3,100,5,11,12.57025357,0,0.714285714,0.063291139,159.9148233
3,100,6,21,12.26412297,0,0.285714286,0.139240506,101.644156
3,100,7,2,11.71469315,0.074753182,0.761904762,0.050632911,500.8328149
3,100,8,6,12.73041271,0,0.80952381,0.025316456,231.2099969
3,100,9,0,11.57528319,0,0.857142857,0.037974684,284.2165039
3,100,10,2,12.22702931,0.047971091,0.857142857,0.037974684,500.6506219
3,200,1,0,12.03484165,0.029919538,1,0,500.4037569
3,200,2,0,11.36524174,0,0.857142857,0.037974684,188.9903831
3,200,3,0,11.26888969,0,0.952380952,0.012658228,386.544971
3,200,4,0,11.02802996,0,0.857142857,0.037974684,320.646914
3,200,5,2,11.36468559,0.026406013,0.904761905,0.025316456,500.6751239
3,200,6,0,11.27364037,0,0.857142857,0.037974684,285.6861467
3,200,7,0,11.34883018,0,0.857142857,0.037974684,330.670392
3,200,8,0,11.70104904,3.44E-05,0.857142857,0.037974684,132.6087842
3,200,9,0,10.76971801,0,0.952380952,0.012658228,368.8649769
3,200,10,0,11.59421206,4.42E-06,0.857142857,0.037974684,190.1270521
3,300,1,0,11.62483746,0,0.952380952,0.012658228,393.0356791
3,300,2,0,11.14775404,0,0.952380952,0.012658228,476.4667277
3,300,3,0,10.97391146,9.92E-08,0.952380952,0.012658228,308.594929
3,300,4,0,10.54657973,0.017991893,0.952380952,0.012658228,500.5022931
3,300,5,0,11.16968601,6.00E-06,0.857142857,0.037974684,218.4169841
3,300,6,0,10.91652465,8.54E-07,0.904761905,0.025316456,450.9736519
3,300,7,0,10.84351131,0.624142885,1,0,500.4149377
3,300,8,6,11.29941671,0.035340991,0.80952381,0.037974684,500.602658
3,300,9,0,10.63076965,0,0.904761905,0.025316456,288.6275449
3,300,10,4,11.26959282,0.00710886,0.904761905,0.025316456,500.5033829
3,400,1,0,11.49067145,0.007627173,0.952380952,0.012658228,500.4248488
3,400,2,0,10.88831893,0,0.904761905,0.025316456,341.474571
3,400,3,2,10.90780682,0.615981693,0.904761905,0.037974684,500.399581
3,400,4,0,10.34251109,2.94E-05,0.904761905,0.025316456,367.720217
3,400,5,0,10.85530148,0,0.904761905,0.025316456,350.1809249
3,400,6,2,10.74554914,8.37E-07,0.904761905,0.025316456,246.655205
3,400,7,0,10.70908534,0,0.857142857,0.037974684,268.3215189
3,400,8,0,11.24705691,0,0.952380952,0.012658228,292.9665201
3,400,9,0,10.42873211,1.29E-05,0.952380952,0.012658228,434.5134809
3,400,10,0,11.20601776,0,0.952380952,0.012658228,385.833653
3,500,1,0,11.19423989,0.005059657,0.904761905,0.025316456,500.5231638
3,500,2,0,10.63791186,0,1,0,341.7220168
3,500,3,1,10.79216154,0.023020077,0.952380952,0.025316456,500.5139587
3,500,4,0,10.35914511,0,0.857142857,0.037974684,365.0941041
3,500,5,0,10.84893618,0.018306338,0.904761905,0.025316456,500.5623791
3,500,6,0,10.71277757,0,1,0,464.855125
3,500,7,0,10.60018662,0,1,0,398.7099247
3,500,8,0,11.04219384,0,0.952380952,0.012658228,281.2273736
3,500,9,0,10.34889328,0,0.904761905,0.025316456,445.341007
3,500,10,0,11.06665391,0,1,0,390.579381
